case_id,customer_id,signal_id,incident_type,received_at,priority_score_assigned,matched_responder_profession,response_time_minutes,outcome,escalation_required
CASE-0017235,CUST-002379,SIG-0002379,power_outage,2025-12-12T11:58:00-06:00,96,paramedic,175,referred_to_social_services,true
CASE-0017236,CUST-002090,SIG-0002090,wildfire_smoke,2025-07-12T16:46:00-06:00,62,mental_health_crisis,59,resolved_on_scene,false
CASE-0017237,CUST-003887,SIG-0003887,power_outage,2025-02-13T04:29:00-06:00,74,utility_technician,14,transported_to_shelter,false
CASE-0017238,CUST-001367,SIG-0001367,extreme_heat,2025-04-12T20:08:00-06:00,73,nurse,110,transported_to_shelter,true
CASE-0017239,CUST-003788,SIG-0003788,tornado_damage,2025-07-24T05:10:00-06:00,66,search_and_rescue,114,transported_to_shelter,false
CASE-0017240,CUST-000462,SIG-0000462,winter_storm,2025-01-14T21:49:00-06:00,62,ASL_interpreter,18,transported_to_hospital,false
CASE-0017241,CUST-000821,SIG-0000821,chemical_spill,2025-06-23T12:18:00-06:00,81,firefighter,61,referred_to_social_services,false
CASE-0017242,CUST-004883,SIG-0004883,chemical_spill,2025-01-10T18:15:00-06:00,75,search_and_rescue,16,transported_to_hospital,false
CASE-0017243,CUST-004600,SIG-0004600,power_outage,2025-09-05T14:19:00-06:00,92,paramedic,155,resolved_on_scene,true
CASE-0017244,CUST-003204,SIG-0003204,wildfire_smoke,2025-01-10T01:50:00-06:00,46,evacuation_driver,13,resolved_on_scene,false
CASE-0017245,CUST-004998,SIG-0004998,chemical_spill,2025-01-27T04:45:00-06:00,91,paramedic,172,transported_to_hospital,true
CASE-0017246,CUST-001055,SIG-0001055,winter_storm,2025-05-05T14:42:00-06:00,86,EMT,4,transported_to_shelter,true
CASE-0017247,CUST-004574,SIG-0004574,winter_storm,2025-02-10T17:55:00-06:00,100,nurse,180,unable_to_reach_first_attempt,true
CASE-0017248,CUST-003254,SIG-0003254,power_outage,2025-10-24T01:21:00-06:00,100,paramedic,13,resolved_on_scene,true
CASE-0017249,CUST-004108,SIG-0004108,power_outage,2025-03-19T10:32:00-06:00,89,paramedic,164,transported_to_shelter,true
CASE-0017250,CUST-001749,SIG-0001749,winter_storm,2025-08-18T00:52:00-06:00,45,EMT,159,transported_to_hospital,false
CASE-0017251,CUST-001618,SIG-0001618,wildfire_smoke,2025-07-11T18:05:00-06:00,80,nurse,21,transported_to_shelter,true
CASE-0017252,CUST-002889,SIG-0002889,flood,2025-10-20T01:12:00-06:00,83,evacuation_driver,124,transported_to_shelter,true
CASE-0017253,CUST-004030,SIG-0004030,extreme_heat,2025-12-04T22:44:00-06:00,95,nurse,53,transported_to_shelter,true
CASE-0017254,CUST-001813,SIG-0001813,flood,2025-10-12T11:30:00-06:00,100,paramedic,55,transported_to_hospital,true
CASE-0017255,CUST-001669,SIG-0001669,extreme_heat,2025-02-10T22:53:00-06:00,100,mental_health_crisis,56,unable_to_reach_first_attempt,true
CASE-0017256,CUST-001664,SIG-0001664,flood,2025-11-09T11:20:00-06:00,91,evacuation_driver,91,transported_to_shelter,true
CASE-0017257,CUST-002568,SIG-0002568,wildfire_smoke,2025-05-22T19:25:00-06:00,100,paramedic,89,transported_to_hospital,true
CASE-0017258,CUST-001169,SIG-0001169,winter_storm,2025-11-23T11:04:00-06:00,94,nurse,70,referred_to_social_services,true
CASE-0017259,CUST-001702,SIG-0001702,tornado_damage,2025-02-27T19:33:00-06:00,93,firefighter,131,transported_to_shelter,true
CASE-0017260,CUST-004227,SIG-0004227,flood,2025-07-27T11:31:00-06:00,78,nurse,33,resolved_on_scene,false
CASE-0017261,CUST-004886,SIG-0004886,extreme_heat,2025-07-21T19:27:00-06:00,90,nurse,126,referred_to_social_services,true
CASE-0017262,CUST-000945,SIG-0000945,winter_storm,2025-05-05T10:14:00-06:00,74,EMT,127,unable_to_reach_first_attempt,true
CASE-0017263,CUST-000980,SIG-0000980,wildfire_smoke,2025-09-15T09:38:00-06:00,67,EMT,138,transported_to_shelter,false
CASE-0017264,CUST-000156,SIG-0000156,winter_storm,2025-01-02T16:21:00-06:00,73,nurse,132,referred_to_social_services,true
CASE-0017265,CUST-004695,SIG-0004695,flood,2025-05-04T01:23:00-06:00,46,mental_health_crisis,119,referred_to_social_services,false
CASE-0017266,CUST-000447,SIG-0000447,chemical_spill,2025-02-23T10:53:00-06:00,68,search_and_rescue,138,transported_to_shelter,false
CASE-0017267,CUST-003321,SIG-0003321,tornado_damage,2025-05-14T14:00:00-06:00,98,firefighter,84,resolved_on_scene,true
CASE-0017268,CUST-004138,SIG-0004138,wildfire_smoke,2025-06-15T07:21:00-06:00,89,social_worker,41,unable_to_reach_first_attempt,true
CASE-0017269,CUST-004534,SIG-0004534,winter_storm,2025-04-01T18:16:00-06:00,80,social_worker,136,resolved_on_scene,true
CASE-0017270,CUST-003020,SIG-0003020,wildfire_smoke,2025-02-23T12:53:00-06:00,96,paramedic,34,resolved_on_scene,true
CASE-0017271,CUST-001875,SIG-0001875,chemical_spill,2025-06-26T05:22:00-06:00,100,search_and_rescue,178,transported_to_hospital,true
CASE-0017272,CUST-000159,SIG-0000159,chemical_spill,2025-07-07T05:41:00-06:00,84,firefighter,36,transported_to_hospital,true
CASE-0017273,CUST-004783,SIG-0004783,power_outage,2025-09-12T19:08:00-06:00,54,utility_technician,36,resolved_on_scene,false
CASE-0017274,CUST-000104,SIG-0000104,winter_storm,2025-01-26T04:41:00-06:00,100,EMT,105,resolved_on_scene,true
CASE-0017275,CUST-004135,SIG-0004135,tornado_damage,2025-03-21T03:21:00-06:00,100,search_and_rescue,45,transported_to_shelter,true
CASE-0017276,CUST-004617,SIG-0004617,extreme_heat,2025-09-28T19:43:00-06:00,68,mental_health_crisis,176,resolved_on_scene,false
CASE-0017277,CUST-002237,SIG-0002237,power_outage,2025-07-23T06:40:00-06:00,100,utility_technician,102,unable_to_reach_first_attempt,true
CASE-0017278,CUST-004018,SIG-0004018,wildfire_smoke,2025-05-09T12:50:00-06:00,100,nurse,146,resolved_on_scene,true
CASE-0017279,CUST-001173,SIG-0001173,chemical_spill,2025-08-27T03:28:00-06:00,100,firefighter,144,resolved_on_scene,true
CASE-0017280,CUST-004544,SIG-0004544,winter_storm,2025-06-03T03:12:00-06:00,94,EMT,140,unable_to_reach_first_attempt,true
CASE-0017281,CUST-000374,SIG-0000374,flood,2025-03-26T14:50:00-06:00,63,nurse,68,resolved_on_scene,false
CASE-0017282,CUST-001285,SIG-0001285,winter_storm,2025-09-10T16:51:00-06:00,92,EMT,170,unable_to_reach_first_attempt,true
CASE-0017283,CUST-001339,SIG-0001339,chemical_spill,2025-12-13T19:29:00-06:00,55,search_and_rescue,30,transported_to_shelter,false
CASE-0017284,CUST-003352,SIG-0003352,tornado_damage,2025-04-22T08:15:00-06:00,95,firefighter,115,transported_to_hospital,true
CASE-0017285,CUST-004661,SIG-0004661,winter_storm,2025-07-01T03:03:00-06:00,83,EMT,14,resolved_on_scene,true
CASE-0017286,CUST-004526,SIG-0004526,power_outage,2025-07-22T16:48:00-06:00,94,utility_technician,28,transported_to_shelter,true
CASE-0017287,CUST-004891,SIG-0004891,flood,2025-09-24T05:02:00-06:00,100,EMT,133,transported_to_shelter,true
CASE-0017288,CUST-002768,SIG-0002768,power_outage,2025-08-08T11:09:00-06:00,60,ASL_interpreter,46,referred_to_social_services,true
CASE-0017289,CUST-003892,SIG-0003892,wildfire_smoke,2025-10-02T08:16:00-06:00,100,nurse,93,referred_to_social_services,true
CASE-0017290,CUST-002100,SIG-0002100,flood,2025-11-02T07:37:00-06:00,79,firefighter,83,resolved_on_scene,false
CASE-0017291,CUST-003902,SIG-0003902,power_outage,2025-11-18T10:18:00-06:00,75,EMT,85,referred_to_social_services,false
CASE-0017292,CUST-003071,SIG-0003071,tornado_damage,2025-02-21T21:04:00-06:00,50,firefighter,36,resolved_on_scene,false
CASE-0017293,CUST-000365,SIG-0000365,wildfire_smoke,2025-07-15T03:57:00-06:00,100,nurse,137,unable_to_reach_first_attempt,true
CASE-0017294,CUST-003882,SIG-0003882,chemical_spill,2025-04-12T12:06:00-06:00,90,search_and_rescue,74,transported_to_shelter,true
CASE-0017295,CUST-001428,SIG-0001428,tornado_damage,2025-02-24T04:09:00-06:00,100,firefighter,15,transported_to_hospital,true
CASE-0017296,CUST-004814,SIG-0004814,flood,2025-12-26T04:21:00-06:00,80,search_and_rescue,95,transported_to_hospital,false
CASE-0017297,CUST-002716,SIG-0002716,power_outage,2025-10-10T10:46:00-06:00,70,nurse,140,transported_to_hospital,true
CASE-0017298,CUST-001916,SIG-0001916,power_outage,2025-10-11T09:45:00-06:00,80,paramedic,139,resolved_on_scene,true
CASE-0017299,CUST-002663,SIG-0002663,tornado_damage,2025-03-23T10:23:00-06:00,65,search_and_rescue,25,unable_to_reach_first_attempt,false
CASE-0017300,CUST-000380,SIG-0000380,tornado_damage,2025-04-16T04:47:00-06:00,83,nurse,160,unable_to_reach_first_attempt,true
CASE-0017301,CUST-000076,SIG-0000076,extreme_heat,2025-06-16T17:28:00-06:00,80,nurse,98,transported_to_hospital,false
CASE-0017302,CUST-003521,SIG-0003521,tornado_damage,2025-07-12T08:33:00-06:00,73,search_and_rescue,76,unable_to_reach_first_attempt,false
CASE-0017303,CUST-003659,SIG-0003659,winter_storm,2025-11-18T08:35:00-06:00,86,physician,120,transported_to_shelter,true
CASE-0017304,CUST-001079,SIG-0001079,extreme_heat,2025-09-03T21:23:00-06:00,100,physician,120,unable_to_reach_first_attempt,true
CASE-0017305,CUST-000142,SIG-0000142,flood,2025-09-07T22:33:00-06:00,95,firefighter,162,unable_to_reach_first_attempt,true
CASE-0017306,CUST-002489,SIG-0002489,power_outage,2025-09-14T09:25:00-06:00,53,mental_health_crisis,153,transported_to_shelter,false
CASE-0017307,CUST-000618,SIG-0000618,winter_storm,2025-08-15T11:32:00-06:00,93,paramedic,81,resolved_on_scene,true
CASE-0017308,CUST-003589,SIG-0003589,winter_storm,2025-03-09T11:42:00-06:00,50,social_worker,110,resolved_on_scene,false
CASE-0017309,CUST-000253,SIG-0000253,flood,2025-03-12T11:29:00-06:00,100,paramedic,143,transported_to_hospital,true
CASE-0017310,CUST-001746,SIG-0001746,power_outage,2025-03-26T23:52:00-06:00,85,physician,140,transported_to_shelter,true
CASE-0017311,CUST-003783,SIG-0003783,winter_storm,2025-05-09T05:55:00-06:00,100,nurse,44,unable_to_reach_first_attempt,true
CASE-0017312,CUST-004941,SIG-0004941,chemical_spill,2025-03-10T04:00:00-06:00,100,paramedic,27,resolved_on_scene,true
CASE-0017313,CUST-004715,SIG-0004715,chemical_spill,2025-07-23T16:54:00-06:00,60,firefighter,30,transported_to_shelter,false
CASE-0017314,CUST-002752,SIG-0002752,tornado_damage,2025-03-12T23:57:00-06:00,39,social_worker,90,unable_to_reach_first_attempt,false
CASE-0017315,CUST-003944,SIG-0003944,tornado_damage,2025-10-22T13:21:00-06:00,90,evacuation_driver,75,transported_to_hospital,true
CASE-0017316,CUST-001689,SIG-0001689,extreme_heat,2025-06-13T18:32:00-06:00,100,physician,164,resolved_on_scene,true
CASE-0017317,CUST-000151,SIG-0000151,extreme_heat,2025-07-20T09:01:00-06:00,100,nurse,47,unable_to_reach_first_attempt,true
CASE-0017318,CUST-001849,SIG-0001849,winter_storm,2025-02-23T07:12:00-06:00,75,evacuation_driver,168,referred_to_social_services,true
CASE-0017319,CUST-003963,SIG-0003963,tornado_damage,2025-07-16T22:19:00-06:00,84,search_and_rescue,15,referred_to_social_services,true
CASE-0017320,CUST-001625,SIG-0001625,extreme_heat,2025-08-21T22:04:00-06:00,98,physician,114,transported_to_hospital,true
CASE-0017321,CUST-001928,SIG-0001928,wildfire_smoke,2025-12-13T06:57:00-06:00,82,mental_health_crisis,59,transported_to_hospital,true
CASE-0017322,CUST-000054,SIG-0000054,flood,2025-07-08T11:15:00-06:00,87,evacuation_driver,42,transported_to_shelter,true
CASE-0017323,CUST-003996,SIG-0003996,winter_storm,2025-11-02T11:41:00-06:00,97,physician,43,referred_to_social_services,true
CASE-0017324,CUST-002650,SIG-0002650,tornado_damage,2025-04-03T22:15:00-06:00,85,search_and_rescue,147,transported_to_hospital,true
CASE-0017325,CUST-000971,SIG-0000971,winter_storm,2025-05-17T23:50:00-06:00,74,physician,117,unable_to_reach_first_attempt,true
CASE-0017326,CUST-004032,SIG-0004032,power_outage,2025-06-20T02:14:00-06:00,66,utility_technician,115,unable_to_reach_first_attempt,false
CASE-0017327,CUST-000330,SIG-0000330,wildfire_smoke,2025-09-27T08:06:00-06:00,61,mental_health_crisis,180,transported_to_shelter,false
CASE-0017328,CUST-004649,SIG-0004649,chemical_spill,2025-01-25T22:10:00-06:00,86,search_and_rescue,5,referred_to_social_services,true
CASE-0017329,CUST-001482,SIG-0001482,wildfire_smoke,2025-08-05T10:36:00-06:00,80,nurse,108,transported_to_hospital,true
CASE-0017330,CUST-002221,SIG-0002221,extreme_heat,2025-02-14T21:17:00-06:00,100,paramedic,118,transported_to_shelter,true
CASE-0017331,CUST-004019,SIG-0004019,tornado_damage,2025-01-12T09:49:00-06:00,97,firefighter,125,resolved_on_scene,true
CASE-0017332,CUST-001498,SIG-0001498,extreme_heat,2025-10-24T11:24:00-06:00,84,physician,138,referred_to_social_services,true
CASE-0017333,CUST-001397,SIG-0001397,extreme_heat,2025-02-17T20:08:00-06:00,83,physician,31,transported_to_hospital,true
CASE-0017334,CUST-001368,SIG-0001368,power_outage,2025-07-19T02:36:00-06:00,97,paramedic,77,resolved_on_scene,true
CASE-0017335,CUST-001718,SIG-0001718,flood,2025-04-14T05:26:00-06:00,100,firefighter,25,resolved_on_scene,true
CASE-0017336,CUST-001550,SIG-0001550,extreme_heat,2025-11-07T23:25:00-06:00,100,paramedic,35,transported_to_hospital,true
CASE-0017337,CUST-003598,SIG-0003598,extreme_heat,2025-05-08T03:11:00-06:00,99,physician,7,referred_to_social_services,true
CASE-0017338,CUST-004926,SIG-0004926,winter_storm,2025-02-16T13:55:00-06:00,91,paramedic,117,transported_to_shelter,true
CASE-0017339,CUST-002417,SIG-0002417,wildfire_smoke,2025-09-21T20:06:00-06:00,81,EMT,139,unable_to_reach_first_attempt,true
CASE-0017340,CUST-001206,SIG-0001206,extreme_heat,2025-07-20T16:58:00-06:00,72,nurse,174,resolved_on_scene,true
CASE-0017341,CUST-002194,SIG-0002194,winter_storm,2025-08-23T23:50:00-06:00,62,physician,61,transported_to_hospital,false
CASE-0017342,CUST-001084,SIG-0001084,winter_storm,2025-06-16T06:26:00-06:00,60,paramedic,179,unable_to_reach_first_attempt,false
CASE-0017343,CUST-004966,SIG-0004966,wildfire_smoke,2025-02-15T16:21:00-06:00,80,paramedic,99,transported_to_hospital,true
CASE-0017344,CUST-002440,SIG-0002440,extreme_heat,2025-11-05T21:55:00-06:00,100,physician,61,resolved_on_scene,true
CASE-0017345,CUST-004406,SIG-0004406,chemical_spill,2025-09-20T12:01:00-06:00,78,firefighter,82,referred_to_social_services,false
CASE-0017346,CUST-004380,SIG-0004380,power_outage,2025-03-13T15:30:00-06:00,94,utility_technician,58,referred_to_social_services,true
CASE-0017347,CUST-002589,SIG-0002589,extreme_heat,2025-05-11T15:48:00-06:00,85,nurse,24,transported_to_hospital,true
CASE-0017348,CUST-001388,SIG-0001388,flood,2025-06-26T08:48:00-06:00,100,nurse,4,transported_to_hospital,true
CASE-0017349,CUST-004870,SIG-0004870,winter_storm,2025-03-10T02:46:00-06:00,100,nurse,110,transported_to_shelter,true
CASE-0017350,CUST-001155,SIG-0001155,power_outage,2025-08-02T14:41:00-06:00,27,police,63,resolved_on_scene,false
CASE-0017351,CUST-001788,SIG-0001788,wildfire_smoke,2025-04-05T13:02:00-06:00,75,evacuation_driver,51,resolved_on_scene,false
CASE-0017352,CUST-001351,SIG-0001351,winter_storm,2025-09-08T17:42:00-06:00,95,EMT,79,resolved_on_scene,true
CASE-0017353,CUST-000382,SIG-0000382,power_outage,2025-03-09T14:43:00-06:00,97,paramedic,21,unable_to_reach_first_attempt,true
CASE-0017354,CUST-000324,SIG-0000324,tornado_damage,2025-08-11T09:43:00-06:00,98,firefighter,138,transported_to_hospital,true
CASE-0017355,CUST-004325,SIG-0004325,extreme_heat,2025-06-28T15:28:00-06:00,100,physician,128,referred_to_social_services,true
CASE-0017356,CUST-004823,SIG-0004823,chemical_spill,2025-04-04T10:37:00-06:00,91,paramedic,135,transported_to_hospital,true
CASE-0017357,CUST-004403,SIG-0004403,tornado_damage,2025-05-05T09:41:00-06:00,75,firefighter,80,resolved_on_scene,false
CASE-0017358,CUST-002200,SIG-0002200,extreme_heat,2025-10-25T22:50:00-06:00,64,mental_health_crisis,121,referred_to_social_services,false
CASE-0017359,CUST-002195,SIG-0002195,chemical_spill,2025-01-21T22:25:00-06:00,100,firefighter,23,transported_to_hospital,true
CASE-0017360,CUST-000415,SIG-0000415,extreme_heat,2025-11-15T08:11:00-06:00,78,EMT,24,transported_to_hospital,false
CASE-0017361,CUST-001856,SIG-0001856,power_outage,2025-08-14T01:22:00-06:00,90,EMT,126,unable_to_reach_first_attempt,true
CASE-0017362,CUST-004346,SIG-0004346,wildfire_smoke,2025-03-18T09:24:00-06:00,46,EMT,141,unable_to_reach_first_attempt,true
CASE-0017363,CUST-001764,SIG-0001764,extreme_heat,2025-04-26T22:14:00-06:00,81,nurse,104,resolved_on_scene,true
CASE-0017364,CUST-001771,SIG-0001771,winter_storm,2025-06-05T04:30:00-06:00,100,physician,117,transported_to_shelter,true
CASE-0017365,CUST-001024,SIG-0001024,extreme_heat,2025-10-06T23:56:00-06:00,92,ASL_interpreter,159,transported_to_hospital,true
CASE-0017366,CUST-003992,SIG-0003992,wildfire_smoke,2025-07-11T02:24:00-06:00,97,EMT,170,transported_to_shelter,true
CASE-0017367,CUST-000609,SIG-0000609,winter_storm,2025-05-08T17:40:00-06:00,49,mental_health_crisis,162,referred_to_social_services,false
CASE-0017368,CUST-002967,SIG-0002967,tornado_damage,2025-01-11T18:45:00-06:00,100,mental_health_crisis,69,resolved_on_scene,true
CASE-0017369,CUST-001658,SIG-0001658,wildfire_smoke,2025-11-24T09:00:00-06:00,84,EMT,24,unable_to_reach_first_attempt,true
CASE-0017370,CUST-004473,SIG-0004473,flood,2025-09-10T06:16:00-06:00,100,search_and_rescue,127,unable_to_reach_first_attempt,true
CASE-0017371,CUST-000246,SIG-0000246,winter_storm,2025-02-19T11:58:00-06:00,86,social_worker,107,resolved_on_scene,true
CASE-0017372,CUST-001585,SIG-0001585,extreme_heat,2025-11-10T13:49:00-06:00,71,paramedic,79,referred_to_social_services,false
CASE-0017373,CUST-002287,SIG-0002287,power_outage,2025-05-16T21:45:00-06:00,90,paramedic,42,referred_to_social_services,true
CASE-0017374,CUST-003562,SIG-0003562,flood,2025-10-08T10:42:00-06:00,75,paramedic,59,transported_to_hospital,false
CASE-0017375,CUST-001419,SIG-0001419,wildfire_smoke,2025-11-18T22:06:00-06:00,83,nurse,68,transported_to_shelter,true
CASE-0017376,CUST-001590,SIG-0001590,extreme_heat,2025-12-03T01:55:00-06:00,93,paramedic,99,unable_to_reach_first_attempt,true
CASE-0017377,CUST-004625,SIG-0004625,power_outage,2025-02-08T02:20:00-06:00,89,utility_technician,52,referred_to_social_services,true
CASE-0017378,CUST-002314,SIG-0002314,extreme_heat,2025-07-18T21:48:00-06:00,82,physician,153,unable_to_reach_first_attempt,true
CASE-0017379,CUST-004388,SIG-0004388,flood,2025-11-07T05:32:00-06:00,100,firefighter,30,transported_to_shelter,true
CASE-0017380,CUST-003675,SIG-0003675,flood,2025-11-14T11:55:00-06:00,72,evacuation_driver,16,transported_to_hospital,false
CASE-0017381,CUST-002266,SIG-0002266,power_outage,2025-05-07T18:52:00-06:00,100,paramedic,71,transported_to_hospital,true
CASE-0017382,CUST-002320,SIG-0002320,extreme_heat,2025-11-05T14:24:00-06:00,82,EMT,35,transported_to_hospital,true
CASE-0017383,CUST-002661,SIG-0002661,chemical_spill,2025-05-14T00:29:00-06:00,79,search_and_rescue,14,unable_to_reach_first_attempt,false
CASE-0017384,CUST-000309,SIG-0000309,power_outage,2025-04-27T03:34:00-06:00,36,utility_technician,95,transported_to_shelter,false
CASE-0017385,CUST-004469,SIG-0004469,extreme_heat,2025-12-14T09:09:00-06:00,70,social_worker,101,unable_to_reach_first_attempt,true
CASE-0017386,CUST-000393,SIG-0000393,wildfire_smoke,2025-07-19T22:06:00-06:00,58,ASL_interpreter,62,unable_to_reach_first_attempt,true
CASE-0017387,CUST-001717,SIG-0001717,extreme_heat,2025-09-08T14:37:00-06:00,90,physician,89,unable_to_reach_first_attempt,true
CASE-0017388,CUST-004140,SIG-0004140,winter_storm,2025-06-16T06:02:00-06:00,64,physician,5,resolved_on_scene,false
CASE-0017389,CUST-002933,SIG-0002933,power_outage,2025-08-28T18:34:00-06:00,87,nurse,77,unable_to_reach_first_attempt,true
CASE-0017390,CUST-004928,SIG-0004928,extreme_heat,2025-02-14T17:58:00-06:00,87,social_worker,139,resolved_on_scene,true
CASE-0017391,CUST-000380,SIG-0000380,winter_storm,2025-05-22T16:20:00-06:00,86,paramedic,124,unable_to_reach_first_attempt,true
CASE-0017392,CUST-001936,SIG-0001936,wildfire_smoke,2025-03-04T07:55:00-06:00,87,paramedic,142,transported_to_hospital,true
CASE-0017393,CUST-000835,SIG-0000835,extreme_heat,2025-01-06T22:42:00-06:00,87,EMT,145,unable_to_reach_first_attempt,true
CASE-0017394,CUST-001859,SIG-0001859,tornado_damage,2025-05-17T19:12:00-06:00,98,search_and_rescue,45,transported_to_shelter,true
CASE-0017395,CUST-003436,SIG-0003436,flood,2025-04-09T17:01:00-06:00,82,physician,86,resolved_on_scene,true
CASE-0017396,CUST-001079,SIG-0001079,wildfire_smoke,2025-02-09T04:34:00-06:00,89,paramedic,7,resolved_on_scene,true
CASE-0017397,CUST-004411,SIG-0004411,chemical_spill,2025-02-20T04:42:00-06:00,92,paramedic,118,unable_to_reach_first_attempt,true
CASE-0017398,CUST-002437,SIG-0002437,flood,2025-10-26T13:47:00-06:00,92,firefighter,166,unable_to_reach_first_attempt,true
CASE-0017399,CUST-002422,SIG-0002422,winter_storm,2025-03-07T22:02:00-06:00,94,nurse,28,transported_to_shelter,true
CASE-0017400,CUST-003830,SIG-0003830,winter_storm,2025-12-10T08:18:00-06:00,69,EMT,87,unable_to_reach_first_attempt,false
CASE-0017401,CUST-003712,SIG-0003712,chemical_spill,2025-11-23T19:18:00-06:00,100,paramedic,97,transported_to_shelter,true
CASE-0017402,CUST-000364,SIG-0000364,chemical_spill,2025-09-10T23:13:00-06:00,91,firefighter,56,transported_to_shelter,true
CASE-0017403,CUST-000082,SIG-0000082,winter_storm,2025-06-04T04:58:00-06:00,87,EMT,13,unable_to_reach_first_attempt,true
CASE-0017404,CUST-002216,SIG-0002216,extreme_heat,2025-11-13T07:10:00-06:00,100,EMT,77,unable_to_reach_first_attempt,true
CASE-0017405,CUST-002032,SIG-0002032,chemical_spill,2025-10-06T11:48:00-06:00,77,search_and_rescue,72,referred_to_social_services,true
CASE-0017406,CUST-003564,SIG-0003564,wildfire_smoke,2025-08-24T01:04:00-06:00,66,social_worker,131,unable_to_reach_first_attempt,false
CASE-0017407,CUST-000652,SIG-0000652,extreme_heat,2025-06-16T19:35:00-06:00,68,mental_health_crisis,60,referred_to_social_services,false
CASE-0017408,CUST-001756,SIG-0001756,wildfire_smoke,2025-11-25T04:31:00-06:00,96,paramedic,55,transported_to_shelter,true
CASE-0017409,CUST-004196,SIG-0004196,extreme_heat,2025-02-16T17:57:00-06:00,66,mental_health_crisis,140,transported_to_shelter,false
CASE-0017410,CUST-000567,SIG-0000567,wildfire_smoke,2025-02-19T00:11:00-06:00,97,EMT,149,transported_to_hospital,true
CASE-0017411,CUST-000201,SIG-0000201,tornado_damage,2025-02-22T15:50:00-06:00,100,search_and_rescue,8,transported_to_shelter,true
CASE-0017412,CUST-004788,SIG-0004788,chemical_spill,2025-06-08T07:56:00-06:00,94,search_and_rescue,167,transported_to_shelter,true
CASE-0017413,CUST-000654,SIG-0000654,winter_storm,2025-08-14T05:49:00-06:00,80,ASL_interpreter,110,transported_to_shelter,true
CASE-0017414,CUST-001431,SIG-0001431,chemical_spill,2025-08-08T17:44:00-06:00,80,search_and_rescue,34,unable_to_reach_first_attempt,false
CASE-0017415,CUST-003129,SIG-0003129,tornado_damage,2025-05-06T15:52:00-06:00,66,firefighter,95,transported_to_shelter,false
CASE-0017416,CUST-004092,SIG-0004092,power_outage,2025-08-12T10:07:00-06:00,82,ASL_interpreter,89,resolved_on_scene,true
CASE-0017417,CUST-004673,SIG-0004673,extreme_heat,2025-02-13T22:44:00-06:00,72,social_worker,126,referred_to_social_services,true
CASE-0017418,CUST-001855,SIG-0001855,wildfire_smoke,2025-12-26T20:23:00-06:00,81,nurse,61,transported_to_shelter,false
CASE-0017419,CUST-002847,SIG-0002847,wildfire_smoke,2025-06-20T08:49:00-06:00,55,mental_health_crisis,96,unable_to_reach_first_attempt,false
CASE-0017420,CUST-000443,SIG-0000443,power_outage,2025-05-08T02:53:00-06:00,79,paramedic,76,unable_to_reach_first_attempt,false
CASE-0017421,CUST-001717,SIG-0001717,chemical_spill,2025-07-22T12:14:00-06:00,99,search_and_rescue,113,transported_to_shelter,true
CASE-0017422,CUST-003464,SIG-0003464,power_outage,2025-11-22T05:41:00-06:00,86,paramedic,91,unable_to_reach_first_attempt,true
CASE-0017423,CUST-001582,SIG-0001582,wildfire_smoke,2025-03-10T18:40:00-06:00,57,EMT,89,resolved_on_scene,false
CASE-0017424,CUST-001046,SIG-0001046,extreme_heat,2025-03-20T12:11:00-06:00,97,paramedic,179,transported_to_hospital,true
CASE-0017425,CUST-004470,SIG-0004470,wildfire_smoke,2025-03-06T02:46:00-06:00,82,paramedic,35,referred_to_social_services,true
CASE-0017426,CUST-004010,SIG-0004010,power_outage,2025-06-07T10:22:00-06:00,71,physician,29,referred_to_social_services,false
CASE-0017427,CUST-001976,SIG-0001976,chemical_spill,2025-09-23T17:05:00-06:00,66,paramedic,53,transported_to_hospital,true
CASE-0017428,CUST-002081,SIG-0002081,wildfire_smoke,2025-06-12T15:53:00-06:00,87,EMT,52,transported_to_shelter,true
CASE-0017429,CUST-001906,SIG-0001906,flood,2025-03-07T04:21:00-06:00,100,EMT,67,referred_to_social_services,true
CASE-0017430,CUST-003920,SIG-0003920,flood,2025-04-27T23:09:00-06:00,100,firefighter,100,referred_to_social_services,true
CASE-0017431,CUST-002981,SIG-0002981,power_outage,2025-10-26T00:56:00-06:00,81,EMT,18,referred_to_social_services,false
CASE-0017432,CUST-003826,SIG-0003826,tornado_damage,2025-05-12T18:23:00-06:00,91,EMT,12,transported_to_shelter,true
CASE-0017433,CUST-000213,SIG-0000213,tornado_damage,2025-03-12T05:45:00-06:00,87,search_and_rescue,56,referred_to_social_services,true
CASE-0017434,CUST-000508,SIG-0000508,chemical_spill,2025-05-26T03:29:00-06:00,100,paramedic,27,referred_to_social_services,true
CASE-0017435,CUST-001167,SIG-0001167,power_outage,2025-12-03T12:46:00-06:00,68,physician,136,resolved_on_scene,true
CASE-0017436,CUST-000473,SIG-0000473,wildfire_smoke,2025-04-24T13:09:00-06:00,100,EMT,158,transported_to_hospital,true
CASE-0017437,CUST-001579,SIG-0001579,winter_storm,2025-09-16T17:41:00-06:00,100,nurse,178,unable_to_reach_first_attempt,true
CASE-0017438,CUST-000009,SIG-0000009,tornado_damage,2025-09-23T04:56:00-06:00,66,physician,154,unable_to_reach_first_attempt,false
CASE-0017439,CUST-001972,SIG-0001972,extreme_heat,2025-10-06T22:49:00-06:00,79,mental_health_crisis,137,unable_to_reach_first_attempt,true
